word,pos,cefr_int,cefr,ngram_2013,ngram_2014,ngram_2015,ngram_2016,ngram_2017,ngram_2018,ngram_2019
kindness,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laziness,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nervousness,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openness,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
narrator,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
operator,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leadership,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
killer,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
murderer,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lion,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monkey,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouse,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kangaroo,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kitten,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mosquito,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leopard,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
owl,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mammal,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nest,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nest,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
movie,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
newspaper,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keyboard,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
magazine,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
novel,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
item,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
masterpiece,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
melody,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
note,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
organ,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
music,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jazz,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
literature,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opera,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lyrics,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leg,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouth,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nose,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neck,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knee,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lip,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jaw,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lap,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lung,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nail,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kidney,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knuckle,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
needle,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nerve,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nostril,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medicine,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liver,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muscle,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
labour,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jacket,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jumper,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
necklace,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mask,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jewellery,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kit,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jeans,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knickers,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
look,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
language,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
letter,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
message,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
name,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
number,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
licence,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
list,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
notebook,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
notice,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
offer,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joke,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lie,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
line,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manual,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matter,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
order,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outline,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mark,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memo,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
margin,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motion,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mail,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
news,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jargon,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
material,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
legend,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mention,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
myth,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metaphor,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joke,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lie,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
listen,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
object,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moan,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
know,VERB,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean,VERB,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mention,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
name,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
justify,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
list,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mark,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oppose,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
order,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outline,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motivate,VERB,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintain,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
offer,VERB,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learn,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mumble,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mutter,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lobby,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
offence,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
magistrate,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
massacre,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
justice,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
law,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kilo,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kilogram,NOUN,2,A,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
kilometre,NOUN,2,A,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
litre,NOUN,2,A,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
metre,NOUN,2,A,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06
limit,NOUN,3,B,3.4e-05,3e-05,2.6e-05,2.6e-05,2.6e-05,2.5e-05,2.5e-05
mile,NOUN,3,B,1.2e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.4e-05,1.4e-05
millimetre,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
level,NOUN,4,B,0.000232,0.000216,0.000199,0.000206,0.000202,0.000185,0.000189
load,NOUN,4,B,3.6e-05,3.3e-05,2.9e-05,2.9e-05,3.1e-05,3e-05,2.9e-05
orange,NOUN,2,A,5e-06,5e-06,5e-06,5e-06,5e-06,5e-06,5e-06
length,NOUN,3,B,8.2e-05,7.5e-05,0.0,0.0,0.0,0.0,0.0
left,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maximum,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lesson,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nursery,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knife,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meal,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menu,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mug,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mushroom,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
omelette,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kettle,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oven,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loaf,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meat,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
milk,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jam,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lemonade,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mint,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mustard,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
juice,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lunch,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lemon,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lunchtime,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mango,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
melon,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oil,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onion,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lettuce,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leek,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
key,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kitchen,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
museum,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lamp,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
library,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lift,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
light,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mirror,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
office,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laboratory,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ladder,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monument,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lobby,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landmark,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lounge,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mansion,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loft,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loan,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loss,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overdraft,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
legacy,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
money,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
means,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outgoings,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lake,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landscape,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
log,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
life,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moonlight,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mud,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jungle,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metal,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mist,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oak,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ocean,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kiss,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jump,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laugh,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
launch,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
march,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
move,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laughter,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
look,VERB,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jump,VERB,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laugh,VERB,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jog,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knock,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meet,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
move,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kneel,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
march,VERB,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opt,VERB,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
join,VERB,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leave,VERB,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lend,VERB,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lose,VERB,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miss,VERB,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
open,VERB,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lift,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mend,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keep,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
launch,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lick,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limit,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locate,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lower,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
occupy,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overcome,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monitor,VERB,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
omit,VERB,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mount,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kick,VERB,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kiss,VERB,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lead,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
light,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lock,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manage,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
notice,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
obey,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
merge,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
man,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lady,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moustache,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
make-up,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mind,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joy,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liar,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loyalty,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mercy,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outrage,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mood,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
love,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misery,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nerves,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
like,VERB,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
love,VERB,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
offend,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
judge,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mind,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kingdom,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nation,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mother,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
member,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neighbour,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nephew,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
niece,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mother-in-law,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opponent,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orphan,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marriage,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mix,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
market,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
match,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
league,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
net,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marathon,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leisure,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lead,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laptop,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
machine,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
model,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laser,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microphone,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monitor,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
network,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
machinery,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
journey,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
map,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motorbike,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motorway,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jet,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lorry,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lane,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
itinerary,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luggage,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
land,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
job,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overtime,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leave,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manufacture,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overload,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
operate,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
murder,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mosque,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misunderstanding,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misfortune,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misuse,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misbehave,VERB,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misunderstand,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misuse,VERB,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misplace,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
original,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
occurrence,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
negligence,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lawyer,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lighter,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lecturer,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maker,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minister,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
organizer,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
listener,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mechanic,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opening,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jogging,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lighting,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mining,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
networking,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loathing,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
living,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
location,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
occasion,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
negotiation,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observation,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opposition,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
obligation,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liberation,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limitation,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
