word,pos,cefr_int,cefr
sculpture,NOUN,3,B
rhythm,NOUN,4,B
present,VERB,4,B
print,VERB,4,B
promote,VERB,4,B
run,VERB,5,C
portray,VERB,6,C
patient,NOUN,3,B
pill,NOUN,3,B
remedy,NOUN,4,B
rib,NOUN,4,B
scar,NOUN,4,B
sense,NOUN,4,B
pulse,NOUN,5,C
palm,NOUN,6,C
plague,NOUN,6,C
rash,NOUN,6,C
sample,NOUN,6,C
scan,NOUN,6,C
posture,NOUN,5,C
pain,NOUN,2,A
poison,NOUN,4,B
pregnancy,NOUN,5,C
recover,VERB,3,B
react,VERB,5,C
prescribe,VERB,6,C
relax,VERB,5,C
pocket,NOUN,2,A
raincoat,NOUN,2,A
ring,NOUN,2,A
scarf,NOUN,2,A
pullover,NOUN,3,B
sandal,NOUN,3,B
pants,NOUN,3,B
pyjamas,NOUN,4,B
pen,NOUN,1,A
pencil,NOUN,1,A
question,NOUN,1,A
sentence,NOUN,1,A
postcard,NOUN,2,A
rubber,NOUN,2,A
paragraph,NOUN,3,B
photocopy,NOUN,3,B
phrase,NOUN,3,B
point,NOUN,3,B
prayer,NOUN,3,B
promise,NOUN,3,B
questionnaire,NOUN,3,B
scream,NOUN,3,B
profile,NOUN,4,B
proposal,NOUN,4,B
quarrel,NOUN,4,B
query,NOUN,4,B
remark,NOUN,4,B
row,NOUN,4,B
semicolon,NOUN,4,B
plea,NOUN,6,C
proverb,NOUN,6,C
quote,NOUN,6,C
saying,NOUN,6,C
post,NOUN,2,A
pressure,NOUN,4,B
print,NOUN,6,C
propaganda,NOUN,6,C
reply,NOUN,3,B
request,NOUN,3,B
protest,NOUN,4,B
response,NOUN,4,B
rumour,NOUN,4,B
reproach,NOUN,6,C
pray,VERB,2,A
quarrel,VERB,4,B
respond,VERB,4,B
say,VERB,1,A
see,VERB,1,A
put,VERB,2,A
persuade,VERB,3,B
predict,VERB,3,B
promise,VERB,3,B
pronounce,VERB,3,B
recommend,VERB,3,B
remind,VERB,3,B
repeat,VERB,3,B
report,VERB,3,B
request,VERB,3,B
praise,VERB,4,B
propose,VERB,4,B
reach,VERB,4,B
reject,VERB,4,B
remark,VERB,4,B
represent,VERB,4,B
reveal,VERB,4,B
release,VERB,5,C
plant,VERB,6,C
reproach,VERB,6,C
sell,VERB,6,C
read,VERB,1,A
refuse,VERB,3,B
register,VERB,3,B
reply,VERB,3,B
ring,VERB,3,B
scream,VERB,3,B
protest,VERB,4,B
quote,VERB,5,C
pirate,NOUN,3,B
prisoner,NOUN,3,B
rule,NOUN,3,B
penalty,NOUN,4,B
police,NOUN,2,A
proceedings,NOUN,6,C
pair,NOUN,2,A
pattern,NOUN,3,B
pile,NOUN,3,B
percentage,NOUN,4,B
pint,NOUN,4,B
pound,NOUN,4,B
roll,NOUN,4,B
scale,NOUN,4,B
pink,NOUN,2,A
purple,NOUN,2,A
red,NOUN,2,A
right,NOUN,2,A
project,NOUN,2,A
pupil,NOUN,2,A
schoolchild,NOUN,2,A
period,NOUN,3,B
pass,NOUN,4,B
seminar,NOUN,4,B
scholar,NOUN,5,C
physics,NOUN,2,A
school,NOUN,2,A
science,NOUN,2,A
philosophy,NOUN,4,B
pass,VERB,2,A
picnic,NOUN,1,A
plate,NOUN,1,A
sandwich,NOUN,1,A
pan,NOUN,3,B
pea,NOUN,3,B
peanut,NOUN,3,B
pepper,NOUN,3,B
pot,NOUN,3,B
recipe,NOUN,3,B
saucepan,NOUN,3,B
saucer,NOUN,3,B
pancake,NOUN,4,B
portion,NOUN,4,B
prawn,NOUN,4,B
pastry,NOUN,5,C
relish,NOUN,6,C
rice,NOUN,1,A
salt,NOUN,1,A
pasta,NOUN,2,A
pizza,NOUN,1,A
potato,NOUN,1,A
pear,NOUN,2,A
salad,NOUN,2,A
sauce,NOUN,2,A
sausage,NOUN,2,A
peach,NOUN,3,B
pie,NOUN,3,B
pineapple,NOUN,3,B
pudding,NOUN,4,B
refreshments,NOUN,3,B
roast,VERB,2,A
room,NOUN,1,A
pillow,NOUN,2,A
roof,NOUN,2,A
seat,NOUN,2,A
palace,NOUN,3,B
rug,NOUN,3,B
ruin,NOUN,3,B
passage,NOUN,4,B
resident,NOUN,4,B
property,NOUN,4,B
premises,NOUN,5,C
penny,NOUN,3,B
rate,NOUN,4,B
saving,NOUN,5,C
sector,NOUN,5,C
poverty,NOUN,4,B
profit,NOUN,4,B
savings,NOUN,4,B
rent,VERB,2,A
park,NOUN,1,A
plant,NOUN,1,A
river,NOUN,1,A
peak,NOUN,3,B
planet,NOUN,3,B
region,NOUN,3,B
rose,NOUN,3,B
season,NOUN,3,B
pond,NOUN,4,B
pool,NOUN,4,B
rainbow,NOUN,4,B
range,NOUN,4,B
reserve,NOUN,4,B
root,NOUN,4,B
seed,NOUN,4,B
rain,NOUN,1,A
sand,NOUN,3,B
scenery,NOUN,3,B
oxygen,NOUN,4,B
sea,NOUN,1,A
rainforest,NOUN,3,B
pine,NOUN,4,B
pour,VERB,3,B
rise,VERB,3,B
search,NOUN,3,B
process,NOUN,4,B
punch,NOUN,4,B
practice,NOUN,2,A
reach,NOUN,4,B
rescue,NOUN,3,B
routine,NOUN,3,B
rush,NOUN,4,B
point,VERB,2,A
pause,VERB,3,B
rest,VERB,3,B
participate,VERB,4,B
queue,VERB,4,B
scratch,VERB,4,B
pose,VERB,5,C
retreat,VERB,6,C
revolt,VERB,6,C
repair,VERB,2,A
return,VERB,2,A
pick,VERB,3,B
pin,VERB,3,B
postpone,VERB,3,B
prevent,VERB,3,B
produce,VERB,3,B
prove,VERB,3,B
provide,VERB,3,B
push,VERB,3,B
quit,VERB,3,B
raise,VERB,3,B
rescue,VERB,3,B
save,VERB,3,B
select,VERB,3,B
poison,VERB,4,B
preserve,VERB,4,B
process,VERB,4,B
punch,VERB,4,B
restore,VERB,4,B
reward,VERB,4,B
roll,VERB,4,B
rub,VERB,4,B
ruin,VERB,4,B
seize,VERB,4,B
send,VERB,4,B
resist,VERB,5,C
restrain,VERB,5,C
restrict,VERB,5,C
sacrifice,VERB,5,C
scan,VERB,5,C
pat,VERB,6,C
refine,VERB,6,C
retrieve,VERB,6,C
practise,VERB,1,A
paint,VERB,2,A
prepare,VERB,2,A
pull,VERB,2,A
plan,VERB,3,B
press,VERB,3,B
protect,VERB,3,B
search,VERB,3,B
pound,VERB,4,B
research,VERB,4,B
rip,VERB,4,B
rush,VERB,4,B
separate,VERB,4,B
rock,VERB,6,C
perfume,NOUN,2,A
race,NOUN,5,C
resemble,VERB,5,C
peace,NOUN,3,B
pleasure,NOUN,3,B
respect,NOUN,3,B
pity,NOUN,4,B
pride,NOUN,4,B
revenge,NOUN,4,B
self-esteem,NOUN,5,C
restraint,NOUN,6,C
self-control,NOUN,6,C
self-discipline,NOUN,6,C
self-respect,NOUN,6,C
panic,NOUN,4,B
passion,NOUN,4,B
rage,NOUN,4,B
regret,NOUN,4,B
pretend,VERB,4,B
prefer,VERB,2,A
respect,VERB,3,B
risk,VERB,4,B
satisfy,VERB,4,B
resent,VERB,6,C
sense,VERB,6,C
please,VERB,3,B
panic,VERB,4,B
reckon,VERB,4,B
president,NOUN,3,B
policy,NOUN,4,B
republic,NOUN,5,C
referendum,NOUN,6,C
regime,NOUN,6,C
politics,NOUN,3,B
power,NOUN,5,C
reform,NOUN,6,C
rule,VERB,4,B
parent,NOUN,1,A
party,NOUN,1,A
roommate,NOUN,4,B
romance,NOUN,3,B
rear,VERB,5,C
playground,NOUN,2,A
puzzle,NOUN,2,A
quiz,NOUN,2,A
product,NOUN,3,B
score,NOUN,3,B
pitch,NOUN,4,B
referee,NOUN,4,B
run,NOUN,4,B
rugby,NOUN,2,A
sale,NOUN,4,B
PC,NOUN,2,A
program,NOUN,2,A
password,NOUN,3,B
plug,NOUN,3,B
pump,NOUN,3,B
pedal,NOUN,4,B
satellite,NOUN,4,B
return,NOUN,3,B
plane,NOUN,1,A
path,NOUN,2,A
platform,NOUN,2,A
railway,NOUN,2,A
roundabout,NOUN,2,A
pavement,NOUN,3,B
resort,NOUN,3,B
ride,NOUN,3,B
route,NOUN,3,B
parachute,NOUN,4,B
rocket,NOUN,4,B
petrol,NOUN,2,A
rail,NOUN,3,B
reverse,NOUN,6,C
road,NOUN,1,A
port,NOUN,3,B
sail,VERB,3,B
secretary,NOUN,2,A
profession,NOUN,3,B
perk,NOUN,5,C
recruit,NOUN,6,C
paperwork,NOUN,4,B
rank,NOUN,5,C
personnel,NOUN,5,C
retire,VERB,3,B
rape,NOUN,4,B
robbery,NOUN,4,B
pork,NOUN,3,B
priest,NOUN,3,B
recycling,NOUN,3,B
reorganize,VERB,5,C
replacement,NOUN,4,B
redevelopment,NOUN,5,C
refund,NOUN,3,B
review,NOUN,3,B
reunion,NOUN,6,C
readjust,VERB,6,C
recur,VERB,6,C
regain,VERB,4,B
review,VERB,4,B
recharge,VERB,5,C
recreate,VERB,5,C
redevelop,VERB,5,C
refund,VERB,5,C
reinforce,VERB,5,C
restart,VERB,5,C
recycle,VERB,3,B
reconsider,VERB,5,C
relocate,VERB,5,C
rethink,VERB,5,C
restructure,VERB,6,C
principal,NOUN,4,B
reversal,NOUN,6,C
renewal,NOUN,5,C
relevance,NOUN,5,C
perseverance,NOUN,6,C
resemblance,NOUN,6,C
participant,NOUN,5,C
persistence,NOUN,6,C
presence,NOUN,6,C
photographer,NOUN,2,A
ruler,NOUN,2,A
owner,NOUN,3,B
reporter,NOUN,3,B
rider,NOUN,3,B
seller,NOUN,3,B
philosopher,NOUN,4,B
producer,NOUN,4,B
publisher,NOUN,4,B
pensioner,NOUN,5,C
programmer,NOUN,5,C
provider,NOUN,5,C
retailer,NOUN,6,C
plastic,NOUN,2,A
ruling,NOUN,6,C
planning,NOUN,4,B
reasoning,NOUN,6,C
regulation,NOUN,4,B
selection,NOUN,4,B
precaution,NOUN,5,C
projection,NOUN,5,C
proposition,NOUN,5,C
presumption,NOUN,6,C
procession,NOUN,6,C
rejection,NOUN,6,C
resolution,NOUN,6,C
revelation,NOUN,6,C
sanction,NOUN,6,C
relaxation,NOUN,3,B
protection,NOUN,4,B
perfection,NOUN,5,C
preservation,NOUN,5,C
radiation,NOUN,5,C
renovation,NOUN,5,C
realization,NOUN,6,C
recognition,NOUN,6,C
retention,NOUN,6,C
population,NOUN,3,B
reduction,NOUN,4,B
progression,NOUN,5,C
provision,NOUN,5,C
restriction,NOUN,5,C
perception,NOUN,6,C
provocation,NOUN,6,C
recollection,NOUN,6,C
repetition,NOUN,6,C
receptionist,NOUN,2,A
scientist,NOUN,3,B
pharmacist,NOUN,4,B
psychologist,NOUN,4,B
psychiatrist,NOUN,6,C
possibility,NOUN,4,B
popularity,NOUN,4,B
reality,NOUN,4,B
productivity,NOUN,5,C
purity,NOUN,5,C
rarity,NOUN,5,C
reliability,NOUN,5,C
probability,NOUN,5,C
scarcity,NOUN,6,C
recognize,VERB,3,B
privatize,VERB,5,C
requirement,NOUN,4,B
recruitment,NOUN,5,C
readiness,NOUN,5,C
richness,NOUN,5,C
professor,NOUN,3,B
sailor,NOUN,3,B
razor,NOUN,4,B
predecessor,NOUN,6,C
prosecutor,NOUN,6,C
ownership,NOUN,5,C
readership,NOUN,5,C
racist,NOUN,6,C
person,NOUN,1,A
problem,NOUN,1,A
restaurant,NOUN,1,A
passport,NOUN,2,A
penfriend,NOUN,2,A
pilot,NOUN,2,A
plan,NOUN,2,A
policeman,NOUN,2,A
policewoman,NOUN,2,A
present,NOUN,2,A
price,NOUN,2,A
prize,NOUN,2,A
purse,NOUN,2,A
quarter,NOUN,2,A
queen,NOUN,2,A
reason,NOUN,2,A
salesperson,NOUN,2,A
screen,NOUN,2,A
packet,NOUN,3,B
parcel,NOUN,3,B
pedestrian,NOUN,3,B
pharmacy,NOUN,3,B
pin,NOUN,3,B
pipe,NOUN,3,B
politician,NOUN,3,B
postman,NOUN,3,B
preposition,NOUN,3,B
prescription,NOUN,3,B
prince,NOUN,3,B
princess,NOUN,3,B
pronoun,NOUN,3,B
purpose,NOUN,3,B
queue,NOUN,3,B
report,NOUN,3,B
result,NOUN,3,B
reward,NOUN,3,B
robot,NOUN,3,B
salesman,NOUN,3,B
saleswoman,NOUN,3,B
secret,NOUN,3,B
section,NOUN,3,B
package,NOUN,4,B
parade,NOUN,4,B
pause,NOUN,4,B
pension,NOUN,4,B
phase,NOUN,4,B
plot,NOUN,4,B
prefix,NOUN,4,B
ray,NOUN,4,B
rebel,NOUN,4,B
release,NOUN,4,B
representative,NOUN,4,B
resource,NOUN,4,B
rise,NOUN,4,B
salon,NOUN,4,B
scent,NOUN,4,B
schedule,NOUN,4,B
scheme,NOUN,4,B
scratch,NOUN,4,B
panel,NOUN,5,C
peasant,NOUN,5,C
peer,NOUN,5,C
permit,NOUN,5,C
perspective,NOUN,5,C
phenomenon,NOUN,5,C
principle,NOUN,5,C
privilege,NOUN,5,C
proportion,NOUN,5,C
push,NOUN,5,C
pyramid,NOUN,5,C
ratio,NOUN,5,C
rectangle,NOUN,5,C
reign,NOUN,5,C
riot,NOUN,5,C
risk,NOUN,5,C
rival,NOUN,5,C
runway,NOUN,5,C
sack,NOUN,5,C
saint,NOUN,5,C
serial,NOUN,5,C
pact,NOUN,6,C
paradox,NOUN,6,C
parallel,NOUN,6,C
particle,NOUN,6,C
pastime,NOUN,6,C
patch,NOUN,6,C
pioneer,NOUN,6,C
pit,NOUN,6,C
pole,NOUN,6,C
raid,NOUN,6,C
rally,NOUN,6,C
retreat,NOUN,6,C
rhyme,NOUN,6,C
ribbon,NOUN,6,C
ritual,NOUN,6,C
roar,NOUN,6,C
round,NOUN,6,C
sail,NOUN,6,C
scenario,NOUN,6,C
scrap,NOUN,6,C
pay,NOUN,3,B
permission,NOUN,3,B
progress,NOUN,3,B
research,NOUN,3,B
pace,NOUN,4,B
pottery,NOUN,4,B
privacy,NOUN,4,B
proof,NOUN,4,B
psychology,NOUN,4,B
quiet,NOUN,4,B
safety,NOUN,4,B
ozone,NOUN,5,C
praise,NOUN,5,C
prestige,NOUN,5,C
protein,NOUN,5,C
retail,NOUN,5,C
revenue,NOUN,5,C
scope,NOUN,5,C
pursuit,NOUN,6,C
recovery,NOUN,6,C
refuge,NOUN,6,C
relief,NOUN,6,C
remorse,NOUN,6,C
scrutiny,NOUN,6,C
paint,NOUN,1,A
phone,NOUN,1,A
Saturday,NOUN,1,A
September,NOUN,1,A
plural,NOUN,2,A
rent,NOUN,2,A
rest,NOUN,2,A
powder,NOUN,3,B
prison,NOUN,3,B
religion,NOUN,3,B
repair,NOUN,3,B
salary,NOUN,3,B
salmon,NOUN,3,B
prejudice,NOUN,4,B
procedure,NOUN,4,B
prospect,NOUN,4,B
rehearsal,NOUN,4,B
rope,NOUN,4,B
scandal,NOUN,4,B
paradise,NOUN,5,C
redundancy,NOUN,5,C
register,NOUN,5,C
sacrifice,NOUN,5,C
self,NOUN,5,C
portrayal,NOUN,6,C
precedent,NOUN,6,C
rivalry,NOUN,6,C
people,NOUN,1,A
scissors,NOUN,2,A
remains,NOUN,4,B
read,NOUN,6,C
progress,VERB,4,B
qualify,VERB,4,B
rebel,VERB,4,B
remain,VERB,4,B
plunge,VERB,5,C
proceed,VERB,5,C
pay,VERB,6,C
persist,VERB,6,C
prosper,VERB,6,C
rage,VERB,6,C
rhyme,VERB,6,C
riot,VERB,6,C
post,VERB,2,A
receive,VERB,2,A
play,VERB,3,B
punish,VERB,3,B
reduce,VERB,3,B
require,VERB,3,B
reserve,VERB,3,B
rob,VERB,3,B
peel,VERB,4,B
photograph,VERB,4,B
pollute,VERB,4,B
record,VERB,4,B
renew,VERB,4,B
revise,VERB,4,B
sack,VERB,4,B
sentence,VERB,4,B
picture,VERB,5,C
place,VERB,5,C
possess,VERB,5,C
presume,VERB,5,C
prolong,VERB,5,C
pursue,VERB,5,C
rate,VERB,5,C
refresh,VERB,5,C
regulate,VERB,5,C
renovate,VERB,5,C
resolve,VERB,5,C
reverse,VERB,5,C
scare,VERB,5,C
patch,VERB,6,C
pinpoint,VERB,6,C
pity,VERB,6,C
plague,VERB,6,C
provoke,VERB,6,C
raid,VERB,6,C
recollect,VERB,6,C
reconcile,VERB,6,C
reform,VERB,6,C
relieve,VERB,6,C
relish,VERB,6,C
retain,VERB,6,C
rival,VERB,6,C
saddle,VERB,6,C
sample,VERB,6,C
phone,VERB,1,A
remember,VERB,1,A
ride,VERB,1,A
pack,VERB,2,A
park,VERB,2,A
race,VERB,3,B
score,VERB,3,B
recall,VERB,4,B
resign,VERB,4,B
row,VERB,4,B
rank,VERB,5,C
rehearse,VERB,5,C
pop,VERB,6,C
prosecute,VERB,6,C
rot,VERB,6,C
pub,NOUN,2,A
refugee,NOUN,4,B
prostitute,NOUN,5,C
rebellion,NOUN,5,C
rape,VERB,4,B
pathetic,ADJ,6,C
poorly,ADJ,5,C
scary,ADJ,3,B
pretty,ADV,3,B
part,VERB,6,C
relative,ADJ,5,C
presently,ADV,5,C
paramount,ADJ,6,C
posh,ADJ,4,B
recycled,ADJ,3,B
reproduce,VERB,6,C
reasonable,ADJ,3,B
remarkable,ADJ,4,B
pleasurable,ADJ,5,C
portable,ADJ,5,C
reputable,ADJ,5,C
respectable,ADJ,6,C
payable,ADJ,5,C
reliable,ADJ,3,B
physical,ADJ,4,B
psychological,ADJ,4,B
sensational,ADJ,6,C
residential,ADJ,6,C
regional,ADJ,4,B
racial,ADJ,4,B
professional,ADJ,3,B
rational,ADJ,5,C
philosophical,ADJ,6,C
practical,ADJ,6,C
sceptical,ADJ,6,C
sentimental,ADJ,6,C
political,ADJ,3,B
presidential,ADJ,4,B
radical,ADJ,6,C
recreational,ADJ,6,C
self-reliant,ADJ,6,C
redundant,ADJ,4,B
secluded,ADJ,6,C
semi-detached,ADJ,5,C
pleased,ADJ,2,A
relaxed,ADJ,3,B
satisfied,ADJ,3,B
scared,ADJ,3,B
petrified,ADJ,4,B
puzzled,ADJ,4,B
qualified,ADJ,4,B
relieved,ADJ,4,B
respected,ADJ,4,B
self-centred,ADJ,5,C
reserved,ADJ,6,C
self-assured,ADJ,6,C
related,ADJ,4,B
scheduled,ADJ,4,B
retired,ADJ,4,B
persistent,ADJ,6,C
painful,ADJ,3,B
pitiful,ADJ,6,C
peaceful,ADJ,3,B
powerful,ADJ,3,B
respectful,ADJ,5,C
resourceful,ADJ,6,C
reversible,ADJ,6,C
sensible,ADJ,3,B
responsible,ADJ,4,B
romantic,ADJ,3,B
poetic,ADJ,6,C
scenic,ADJ,5,C
scientific,ADJ,3,B
pessimistic,ADJ,4,B
realistic,ADJ,4,B
sarcastic,ADJ,6,C
relaxing,ADJ,3,B
self-catering,ADJ,5,C
representation,NOUN,6,C
selfish,ADJ,3,B
quality,ADJ,3,B
repetitive,ADJ,5,C
sensitive,ADJ,4,B
protective,ADJ,5,C
perceptive,ADJ,6,C
receptive,ADJ,6,C
restless,ADJ,5,C
ruthless,ADJ,6,C
physically,ADV,4,B
psychologically,ADV,4,B
really,ADV,1,A
particularly,ADV,3,B
partly,ADV,3,B
personally,ADV,3,B
possibly,ADV,3,B
perfectly,ADV,4,B
precisely,ADV,4,B
secondly,ADV,4,B
roughly,ADV,4,B
scientifically,ADV,4,B
racially,ADV,5,C
politely,ADV,3,B
passionately,ADV,4,B
patiently,ADV,4,B
peacefully,ADV,4,B
positively,ADV,4,B
proudly,ADV,4,B
readily,ADV,4,B
reasonably,ADV,4,B
sadly,ADV,4,B
reluctantly,ADV,5,C
rudely,ADV,5,C
sensibly,ADV,5,C
respectfully,ADV,6,C
precious,ADJ,4,B
prosperous,ADJ,5,C
self-conscious,ADJ,5,C
rosy,ADJ,6,C
scruffy,ADJ,6,C
salty,ADJ,4,B
rainy,ADJ,3,B
sandy,ADJ,3,B
rocky,ADJ,5,C
risky,ADJ,4,B
rusty,ADJ,4,B
pushy,ADJ,6,C
publish,VERB,3,B
pregnant,ADJ,3,B
poisonous,ADJ,4,B
plump,ADJ,6,C
positive,ADJ,6,C
sane,ADJ,6,C
scar,VERB,6,C
pure,ADJ,4,B
quite,ADV,2,A
right,ADV,2,A
rather,ADV,3,B
question,VERB,4,B
plead,VERB,6,C
serial,ADJ,5,C
red,ADJ,1,A
perfect,ADJ,2,A
pink,ADJ,2,A
pleasant,ADJ,2,A
purple,ADJ,2,A
right,ADJ,2,A
right-hand,ADJ,2,A
round,ADJ,2,A
pretty,ADJ,3,B
regular,ADJ,3,B
rough,ADJ,3,B
poor,ADJ,4,B
precise,ADJ,4,B
rectangular,ADJ,4,B
satisfactory,ADJ,4,B
scarce,ADJ,5,C
quaint,ADJ,6,C
percent,ADV,3,B
round,ADV,3,B
secondary,ADJ,3,B
roast,ADJ,2,A
raw,ADJ,3,B
rich,ADJ,4,B
rotten,ADJ,4,B
rare,ADJ,5,C
rural,ADJ,4,B
schedule,VERB,4,B
seduce,VERB,6,C
plain,ADJ,6,C
sad,ADJ,1,A
polite,ADJ,2,A
patient,ADJ,3,B
proud,ADJ,3,B
passionate,ADJ,4,B
passive,ADJ,4,B
secure,ADJ,4,B
self-confident,ADJ,4,B
particular,ADJ,5,C
serene,ADJ,6,C
public,ADJ,3,B
revolutionary,ADJ,4,B
right-wing,ADJ,6,C
parliament,NOUN,4,B
presidency,NOUN,4,B
semi-final,NOUN,4,B
senior,ADJ,4,B
part-time,ADV,3,B
recruit,VERB,5,C
reassuring,ADJ,5,C
reproduction,NOUN,5,C
predictable,ADJ,4,B
preferable,ADJ,4,B
probable,ADJ,4,B
profitable,ADJ,4,B
renewable,ADJ,5,C
questionable,ADJ,6,C
personal,ADJ,3,B
principal,ADJ,3,B
partial,ADJ,4,B
potential,ADJ,4,B
seasonal,ADJ,4,B
postal,ADJ,5,C
paradoxical,ADJ,6,C
phenomenal,ADJ,6,C
provincial,ADJ,6,C
revival,NOUN,6,C
reluctant,ADJ,5,C
predominant,ADJ,6,C
prepared,ADJ,3,B
prejudiced,ADJ,5,C
privileged,ADJ,5,C
prolonged,ADJ,5,C
restricted,ADJ,5,C
refined,ADJ,6,C
renowned,ADJ,6,C
repeated,ADJ,6,C
scattered,ADJ,6,C
resilient,ADJ,6,C
possible,ADJ,1,A
plausible,ADJ,6,C
plastic,ADJ,2,A
problematic,ADJ,5,C
pragmatic,ADJ,6,C
remaining,ADJ,4,B
promising,ADJ,5,C
refreshing,ADJ,5,C
rewarding,ADJ,5,C
rating,NOUN,5,C
possessive,ADJ,3,B
productive,ADJ,4,B
progressive,ADJ,4,B
persuasive,ADJ,5,C
primitive,ADJ,5,C
selective,ADJ,5,C
preventive,ADJ,6,C
restrictive,ADJ,6,C
priceless,ADJ,4,B
pointless,ADJ,5,C
reckless,ADJ,6,C
relentless,ADJ,6,C
senseless,ADJ,6,C
regardless,ADV,6,C
probably,ADV,2,A
quickly,ADV,2,A
pleasantly,ADV,3,B
previously,ADV,3,B
properly,ADV,3,B
quietly,ADV,3,B
rarely,ADV,3,B
recently,ADV,3,B
regularly,ADV,3,B
secretly,ADV,3,B
permanently,ADV,4,B
potentially,ADV,4,B
powerfully,ADV,4,B
practically,ADV,4,B
preferably,ADV,4,B
presumably,ADV,4,B
primarily,ADV,4,B
privately,ADV,4,B
promptly,ADV,4,B
rapidly,ADV,4,B
rightly,ADV,4,B
separately,ADV,4,B
partially,ADV,5,C
poorly,ADV,5,C
publicly,ADV,5,C
purely,ADV,5,C
radically,ADV,5,C
randomly,ADV,5,C
realistically,ADV,5,C
remarkably,ADV,5,C
repeatedly,ADV,5,C
respectively,ADV,5,C
satisfactorily,ADV,5,C
seemingly,ADV,5,C
predominantly,ADV,6,C
profoundly,ADV,6,C
relentlessly,ADV,6,C
scarcely,ADV,6,C
previous,ADJ,3,B
serious,ADJ,3,B
religious,ADJ,4,B
ridiculous,ADJ,4,B
prestigious,ADJ,5,C
rebellious,ADJ,5,C
petty,ADJ,6,C
racist,ADJ,6,C
quick,ADJ,1,A
ready,ADJ,1,A
safe,ADJ,1,A
same,ADJ,1,A
popular,ADJ,2,A
quiet,ADJ,2,A
real,ADJ,2,A
past,ADJ,3,B
permanent,ADJ,3,B
present,ADJ,3,B
private,ADJ,3,B
proper,ADJ,3,B
recent,ADJ,3,B
rude,ADJ,3,B
second-hand,ADJ,3,B
secret,ADJ,3,B
self-service,ADJ,3,B
separate,ADJ,3,B
packed,ADJ,4,B
pale,ADJ,4,B
peculiar,ADJ,4,B
picturesque,ADJ,4,B
primary,ADJ,4,B
prompt,ADJ,4,B
proposed,ADJ,4,B
rapid,ADJ,4,B
rear,ADJ,4,B
relevant,ADJ,4,B
remote,ADJ,4,B
ripe,ADJ,4,B
royal,ADJ,4,B
preliminary,ADJ,5,C
prior,ADJ,5,C
prominent,ADJ,5,C
random,ADJ,5,C
resident,ADJ,5,C
respective,ADJ,5,C
sacred,ADJ,5,C
parallel,ADJ,6,C
premium,ADJ,6,C
prime,ADJ,6,C
profound,ADJ,6,C
rash,ADJ,6,C
rigid,ADJ,6,C
routine,ADJ,6,C
sedentary,ADJ,6,C
self-made,ADJ,6,C
self-sufficient,ADJ,6,C
p.m.,ADV,1,A
perhaps,ADV,2,A
safely,ADV,3,B
second,ADV,3,B
seldom,ADV,4,B
reportedly,ADV,6,C
pence,NOUN,2,A
sequence,NOUN,5,C
premium,NOUN,6,C
produce,NOUN,6,C
province,NOUN,6,C
sentiment,NOUN,6,C
prohibit,VERB,4,B
regard,VERB,4,B
price,VERB,5,C
puzzle,VERB,5,C
perfect,VERB,6,C
revive,VERB,6,C
roar,VERB,6,C
seal,VERB,6,C
television,NOUN,1,A
telly,NOUN,5,C
succumb,VERB,6,C
state,VERB,4,B
trash,NOUN,6,C
sorrow,NOUN,6,C
sibling,NOUN,6,C
spouse,NOUN,6,C
specification,NOUN,5,C
thesis,NOUN,6,C
strive,VERB,6,C
summon,VERB,6,C
surpass,VERB,6,C
telephone,VERB,2,A
translate,VERB,6,C
soul,NOUN,4,B
tip,NOUN,6,C
tolerance,NOUN,6,C
thriller,NOUN,3,B
sufferer,NOUN,6,C
sweater,NOUN,2,A
trainer,NOUN,2,A
speaker,NOUN,3,B
smoker,NOUN,4,B
teenager,NOUN,2,A
stranger,NOUN,3,B
supporter,NOUN,3,B
swimmer,NOUN,3,B
supplier,NOUN,4,B
striker,NOUN,6,C
server,NOUN,3,B
traveller,NOUN,3,B
spelling,NOUN,2,A
spending,NOUN,6,C
smoking,NOUN,1,A
sewing,NOUN,5,C
shopping,NOUN,2,A
training,NOUN,3,B
sightseeing,NOUN,2,A
trekking,NOUN,4,B
station,NOUN,3,B
starvation,NOUN,6,C
suggestion,NOUN,3,B
translation,NOUN,3,B
suspicion,NOUN,5,C
supervision,NOUN,5,C
tension,NOUN,4,B
temptation,NOUN,4,B
transportation,NOUN,5,C
socialism,NOUN,6,C
tourism,NOUN,3,B
therapist,NOUN,5,C
specialist,NOUN,4,B
socialist,NOUN,5,C
tourist,NOUN,2,A
sincerity,NOUN,6,C
stupidity,NOUN,6,C
superiority,NOUN,6,C
summarize,VERB,5,C
socialize,VERB,4,B
treatment,NOUN,4,B
statement,NOUN,4,B
sickness,NOUN,4,B
softness,NOUN,4,B
tiredness,NOUN,4,B
shyness,NOUN,5,C
stubbornness,NOUN,6,C
tenderness,NOUN,6,C
toughness,NOUN,6,C
sponsor,NOUN,4,B
sponsor,VERB,4,B
solicitor,NOUN,5,C
successor,NOUN,5,C
supervisor,NOUN,5,C
sponsorship,NOUN,5,C
terrorism,NOUN,4,B
terrorist,NOUN,4,B
sheep,NOUN,1,A
snake,NOUN,2,A
shark,NOUN,3,B
tiger,NOUN,3,B
species,NOUN,4,B
swan,NOUN,4,B
tail,NOUN,4,B
trap,NOUN,4,B
trail,NOUN,6,C
